YDR213W	YBR301W
YDL020C	YBL087C
YKL112W	YKL007W
YML007W	YJR048W
YML099C	YJL088W
YNL216W	YLR325C
YLR223C	YBR048W
YHR084W	YMR205C
YGL073W	YDL020C
YEL009C	YKL103C
YBR083W	YLR414C
YLR176C	YDR101C
YLR223C	YGL031C
YPR104C	YNL180C
YIL036W	YHR171W
YBR049C	YGL181W
YER111C	YGR180C
YBR049C	YHL031C
YPL049C	YHR205W
YPR104C	YHL016C
YPR104C	YOR354C
YHR084W	YMR135C
YML007W	YGR192C
YNL216W	YBL075C
YLR182W	YER112W
YPL049C	YKL189W
YGL013C	YGR035C
YNL216W	YML063W
YDR146C	YNL192W
YMR016C	YMR135C
YNL068C	YNL173C
YNL216W	YFL022C
YLR403W	YKR094C
YML027W	YKL043W
YNL216W	YCR006C
YHR206W	YLR121C
YKL062W	YLR439W
YPL202C	YKR076W
YGL073W	YGR197C
YDL020C	YOL038W
YLR403W	YDR060W
YHR206W	YDR042C
YLR403W	YOR145C
YIL131C	YIL158W
YNL216W	YBL028C
YDL056W	YDL003W
YDR463W	YBR068C
YHR084W	YGR108W
YHR084W	YBR077C
YFR034C	YML123C
YMR037C	YBL064C
YER040W	YLL018C
YEL009C	YBR114W
YJR060W	YHR083W
YOL028C	YBR008C
YKL043W	YMR011W
YOR344C	YBR133C
YDR423C	YKR071C
YKL112W	YPL036W
YKL062W	YFL030W
YDR451C	YKL179C
YMR172W	YDR536W
YDR043C	YOR315W
YGL071W	YDR270W
YPL202C	YKR052C
YNL216W	YEL074W
YPR008W	YBR054W
YBR049C	YNR011C
YOR028C	YJR102C
YBR049C	YMR189W
YKL109W	YLR038C
YKL062W	YOR228C
YDL056W	YNL274C
YIR023W	YOL125W
YPL089C	YKR103W
YKL109W	YNR001C
YPL049C	YLR452C
YDR146C	YDL223C
YHR084W	YHR152W
YBR049C	YBR131W
YHR084W	YBL017C
YMR037C	YPR149W
YOR028C	YKL132C
YHR084W	YGR249W
YKL112W	YHR051W
YJR060W	YKL001C
YNL216W	YMR295C
YMR037C	YGR192C
YDR310C	YNL204C
YKL112W	YHL029C
YOR358W	YNR001C
YPR104C	YLR367W
YMR016C	YHL015W
YDR463W	YLR094C
YPR104C	YJR145C
YNL216W	YNL067W
YML007W	YML070W
YDR043C	YGL012W
YGL071W	YHR138C
YOR344C	YBR039W
YHR084W	YKR089C
YLR403W	YNL241C
YNL216W	YJL097W
YDL056W	YMR307W
YKL112W	YBL080C
YMR043W	YEL032W
YPL049C	YIL037C
YPL049C	YOR343C
YKL109W	YEL009C
YLR176C	YGL096W
YMR037C	YCL040W
YPR104C	YOR355W
YPL049C	YKL096W
YKL112W	YHR115C
YBR049C	YDR028C
YKL062W	YHL040C
YLR256W	YGL056C
YLR182W	YGL179C
YKL062W	YLR109W
YLR403W	YGL103W
YBR083W	YBL017C
YEL009C	YOR130C
YNL027W	YGR121C
YIL131C	YKR059W
YLR223C	YML025C
YOR358W	YFL027C
YKL112W	YBR211C
YKL062W	YGL037C
YFR034C	YCR005C
YJR060W	YIL127C
YBR182C	YEL041W
YHR084W	YMR017W
YBL005W	YDR072C
YOL028C	YJL100W
YOR358W	YGR234W
YNL216W	YOR112W
YNL103W	YGR256W
YOR028C	YOR315W
YKL015W	YIL133C
YDR216W	YGR123C
YMR037C	YDR527W
YHR084W	YOR315W
YBL005W	YPL088W
YCR106W	YNL241C
YNL216W	YLR174W
YNL199C	YJL196C
YHL027W	YBR182C
YNL027W	YHR097C
YEL009C	YIR017C
YHR206W	YMR305C
YHR206W	YCR021C
YHR084W	YGL096W
YOR372C	YJL100W
YML099C	YPL265W
YMR037C	YDR533C
YDL056W	YHR153C
YNL216W	YJL028W
YLR182W	YOR373W
YDR451C	YJL213W
YNL167C	YGL008C
YHR206W	YGR279C
YNL216W	YER032W
YMR037C	YNL200C
YKL109W	YLR304C
YKL112W	YDR339C
YBR049C	YNL111C
YKL112W	YJR093C
YHR084W	YCL056C
YNL216W	YDR043C
YKL185W	YOL114C
YMR016C	YJL214W
YML007W	YHR048W
YKL015W	YLR142W
YMR016C	YMR121C
YGL071W	YLR277C
YHR206W	YIL099W
YNL216W	YGL073W
YBL005W	YDR345C
YDR310C	YBR180W
YOR028C	YIL172C
YIR018W	YLL066C
YLR182W	YGL253W
YDR463W	YDR508C
YML007W	YLR074C
YHR084W	YNL178W
YBR049C	YPR182W
YDR207C	YHR137W
YHR206W	YML091C
YML007W	YMR318C
YER111C	YGR152C
YDL106C	YER046W
YDL020C	YBR049C
YOR358W	YHR051W
YHR084W	YDR041W
YLR403W	YHR196W
YPL038W	YNL277W
YHR084W	YMR197C
YDR310C	YGL137W
YNL216W	YPL171C
YNL216W	YMR013C
YDL020C	YJL002C
YDR043C	YKL096W
YDR216W	YGL205W
YOR372C	YER079W
YLR403W	YOR168W
YKL109W	YHR051W
YGL071W	YPL137C
YKL043W	YBR162C
YPR104C	YLR029C
YML007W	YJR109C
YEL009C	YGL117W
YGL073W	YHR053C
YMR172W	YFL014W
YPL202C	YPR119W
YPL202C	YGL181W
YHR206W	YER079W
YNL027W	YEL060C
YDL020C	YER164W
YMR037C	YOR226C
YER111C	YOR394W
YNL216W	YLL037W
YJR060W	YER072W
YKL043W	YIL119C
YDL056W	YDR507C
YJR060W	YNL221C
YHR084W	YGR222W
YBR049C	YMR121C
YLR176C	YJL026W
YLR256W	YOR349W
YHR084W	YKR041W
YNL068C	YNL056W
YMR016C	YKL110C
YML051W	YBR019C
YOL028C	YKL040C
YNL216W	YER080W
YNL314W	YDR527W
YEL009C	YMR189W
YDR216W	YIL169C
YMR037C	YOL084W
YBR083W	YIL117C
YLR131C	YBR158W
YKL043W	YGR279C
YMR037C	YBR126C
YHR178W	YEL041W
YPL202C	YKL103C
YEL009C	YPR167C
YKR099W	YKR080W
YOR372C	YHR151C
YLR182W	YMR279C
YHR084W	YKL163W
YDL056W	YHR110W
YPL202C	YPL034W
YHR084W	YKR102W
YJR060W	YJR145C
YMR016C	YOR344C
YBL005W	YDR055W
YGL073W	YOR344C
YIL101C	YKL043W
YGL071W	YOR384W
YER040W	YLL015W
YNL068C	YDL101C
YKL112W	YNL059C
YNL216W	YJR131W
YKL109W	YML091C
YML027W	YKR042W
YML007W	YBR249C
YPR104C	YHL001W
YIL131C	YPL141C
YLR403W	YPL086C
YMR021C	YJR049C
YHR084W	YMR065W
YEL009C	YML076C
YOR028C	YOR028C
YPR104C	YJR147W
YMR016C	YBR169C
YOR028C	YGL253W
YHL027W	YJR061W
YDR043C	YER010C
YML007W	YGR209C
YGL071W	YLR061W
YOL028C	YGL114W
YKL109W	YLR296W
YEL009C	YDR035W
YKL062W	YFR053C
YLR256W	YLR110C
YHR084W	YBR158W
YNL216W	YHL001W
YKL062W	YGR248W
YDR259C	YPR149W
YDR216W	YNL202W
YMR070W	YDR077W
YHR178W	YMR315W
YHR178W	YLR354C
YHR206W	YOR315W
YNL167C	YPR063C
YDR207C	YDL215C
YIL131C	YOR315W
YER111C	YKL007W
YJR060W	YDR042C
YLR223C	YDL082W
YMR037C	YGR256W
YNL216W	YIL018W
YNL068C	YDR259C
YGL073W	YMR251W-A
YHR084W	YNL298W
YNL216W	YLR004C
YDL020C	YKL054C
YPR104C	YPR103W
YLR451W	YIR032C
YDR310C	YGR260W
YNL199C	YJR010W
YDR310C	YCL049C
YHR084W	YLR332W
YML007W	YPL171C
YHR178W	YPL061W
YBR049C	YOR094W
YHL027W	YDR043C
YNL216W	YNL289W
YKL112W	YDL012C
YNL068C	YAL029C
YPR104C	YOL040C
YNL027W	YOR036W
YPR104C	YBR182C
YHR084W	YLR230W
YHR084W	YGL032C
YER111C	YGR292W
YLR403W	YIL133C
YOR028C	YDR510W
YMR016C	YDR384C
YPL202C	YER177W
YMR042W	YNL050C
YDL020C	YER094C
YMR037C	YDR259C
YBR083W	YCL027W
YPL089C	YLR342W
YLR182W	YBR078W
YHR084W	YIL117C
YOR344C	YKL060C
YGL035C	YBR020W
YML007W	YPR160W
YOR028C	YPL089C
YJR060W	YIL119C
YHR206W	YGL055W
YLR223C	YDL076C
YGL237C	YLL027W
YJR060W	YPL235W
YIL131C	YBR029C
YMR037C	YGR254W
YLR256W	YJR048W
YMR043W	YKR042W
YDL056W	YKL101W
YEL009C	YJR110W
YHR206W	YOL040C
YPL049C	YLR453C
YJR060W	YOR065W
YLR256W	YLR256W
YGL162W	YKL109W
YDR463W	YPL265W
YIL131C	YPL227C
YBR049C	YDR323C
YBR182C	YPR198W
YLR223C	YFR031C-A
YOR363C	YKL188C
YKL062W	YML004C
YMR043W	YJL051W
YOR372C	YHL029C
YBR049C	YBR171W
YER111C	YPL024W
YEL009C	YBL098W
YPL049C	YNL289W
YDR213W	YLR056W
YDR310C	YDR281C
YBR049C	YPR074C
YNL216W	YNL217W
YPL075W	YAR009C
YBR049C	YKL203C
YDR423C	YPR048W
YPR104C	YPL082C
YOR028C	YJR094C
YLR403W	YML026C
YOR028C	YIL118W
YOR162C	YOR162C
YER111C	YGR151C
YDR451C	YPL242C
YMR037C	YML028W
YDR146C	YDL173W
YNL068C	YER070W
YOR028C	YPL277C
YNL216W	YLR111W
YJR060W	YJL133W
YEL009C	YPL250C
YPL075W	YHL034C
YKL043W	YMR016C
YJR060W	YMR217W
YEL009C	YFR030W
YKL112W	YHR200W
YKL062W	YCL025C
YMR016C	YDR259C
YBR083W	YBL016W
YHR206W	YKR093W
YKL112W	YKR082W
YNL216W	YPL189W
YLR403W	YNL305C
YML007W	YHR178W
YML007W	YMR319C
YKL109W	YFR053C
YML099C	YML098W
YBL103C	YLL015W
YBR083W	YMR065W
YDR043C	YCL027W
YMR280C	YKR097W
YOR172W	YDR011W
YER111C	YHL027W
YJL056C	YNL254C
YBR049C	YOL004W
YDR207C	YOR355W
YLR182W	YCR065W
YPL049C	YHR086W
YHR206W	YJL116C
YEL009C	YBR020W
YBR049C	YGR147C
YIL101C	YAL040C
YNL216W	YIL099W
YDR207C	YMR101C
YMR037C	YGR142W
YCR106W	YFL024C
YHR084W	YFL039C
YMR037C	YIL119C
YPR104C	YHL033C
YDR259C	YEL071W
YDR043C	YBR066C
YDR310C	YDR402C
YNL216W	YER166W
YDL020C	YPR107C
YDR423C	YJL101C
YDL020C	YMR276W
YHR084W	YOR087W
YBR049C	YPR163C
YNL216W	YER117W
YLR182W	YNR009W
YNL068C	YDR148C
YDR451C	YIL160C
YLR256W	YNL231C
YPR104C	YGR213C
YMR037C	YBR117C
YOL028C	YDL125C
YHR084W	YNL146W
YIL131C	YKR055W
YNL216W	YLR437C
YDR259C	YCR021C
YGL035C	YHR043C
YNL167C	YJR159W
YLR403W	YBL092W
YKL112W	YNL118C
YNL216W	YDL022W
YDR216W	YOR388C
YDL020C	YER177W
YOL089C	YKL062W
YDR216W	YBR026C
YNL216W	YHL032C
YLR403W	YDR091C
YGL073W	YOR007C
YPR104C	YHR142W
YNL216W	YGR254W
YLR403W	YMR260C
YLR403W	YGL120C
YOR372C	YGL006W
YOL067C	YNR001C
YPR104C	YDR024W
YLR182W	YHR061C
YDR259C	YHR047C
YFL021W	YML099C
YNL199C	YHR174W
YNL216W	YBL061C
YBR083W	YOR247W
YMR037C	YDL021W
YNL167C	YMR136W
YNL103W	YDL059C
YBR049C	YDR155C
YDR043C	YDR441C
YGL013C	YOR327C
YLR098C	YDR310C
YHR084W	YOR128C
YBR083W	YMR135C
YKL112W	YBR078W
YHR084W	YBR067C
YPR104C	YPR102C
YOR028C	YJL219W
YPR104C	YOL039W
YHR084W	YIL095W
YPR065W	YJR047C
YML007W	YOR153W
YNL199C	YOL084W
YHR084W	YOR296W
YBR049C	YMR280C
YOR028C	YBR053C
YMR037C	YKL096W
YNL314W	YGR166W
YER111C	YDR441C
YNL167C	YKL008C
YKL112W	YJL183W
YMR016C	YEL040W
YPL049C	YDR465C
YPR104C	YGL189C
YHR206W	YNL146W
YOR372C	YER078C
YER111C	YGR221C
YJL056C	YJL132W
YEL009C	YBR113W
YNL216W	YMR015C
YEL009C	YLL009C
YMR016C	YDR309C
YHR206W	YML028W
YOR028C	YKL107W
YPL202C	YOR317W
YNL216W	YJL096W
YIL131C	YBL082C
YHR084W	YJL186W
YGL071W	YKR026C
YDR207C	YML042W
YGL237C	YGR233C
YKL112W	YDL010W
YGL073W	YOL109W
YFR034C	YML121W
YER111C	YNL278W
YKL020C	YMR258C
YFR034C	YOR163W
YNL216W	YLR390W
YKL112W	YBR029C
YHR084W	YNR018W
YEL009C	YJR109C
YER040W	YOR348C
YGL073W	YKL163W
YNL216W	YGL071W
YGL162W	YGR249W
YMR043W	YNL056W
YOL108C	YFR053C
YHR084W	YJL158C
YIL131C	YML052W
YDR207C	YPL161C
YBR049C	YML001W
YBR049C	YIL022W
YOR344C	YAL039C
YHR206W	YBR169C
YMR043W	YGL201C
YNL314W	YIR031C
YKL062W	YER021W
YPL248C	YCR107W
YMR016C	YHR007C
YHR084W	YNL283C
YMR037C	YDR050C
YJR060W	YOL100W
YBR083W	YER150W
YDR423C	YKL155C
YKL062W	YDR258C
YDL020C	YDL143W
YLR223C	YGR033C
YNL216W	YFL064C
YJR060W	YJR009C
YKL062W	YMR250W
YOR028C	YKL110C
YNL216W	YOR340C
YLR182W	YGR041W
YNL216W	YKL178C
YDR123C	YDR497C
YER111C	YGL179C
YIR018W	YJL042W
YJL056C	YNR039C
YOL028C	YOR163W
YJR060W	YLR092W
YEL009C	YOR337W
YOL028C	YLR075W
YGL071W	YLR136C
YPR104C	YOR095C
YBR083W	YGR052W
YDL056W	YBR071W
YML007W	YJL098W
YBR182C	YKR105C
YBL103C	YLL005C
YNL216W	YNR017W
YHR006W	YDR103W
YML007W	YCR021C
YNL167C	YDR043C
YLR256W	YMR145C
YPL202C	YNL259C
YMR070W	YMR106C
YLR403W	YOR001W
YKL112W	YJL174W
YLR256W	YGR234W
YKL020C	YMR118C
YMR016C	YDL049C
YLR403W	YFR031C-A
YLR403W	YOR167C
YNL167C	YPR005C
YLR182W	YEL040W
YGL254W	YPL092W
YBL103C	YLL018C
YHR084W	YDR098C
YMR037C	YHL021C
YPL089C	YJL158C
YOR363C	YOR100C
YHR084W	YML047C
YDL020C	YLR452C
YLR403W	YPL093W
YPL049C	YPR119W
YNL216W	YKL181W
YOL028C	YMR119W
YER111C	YGR222W
YMR037C	YDR001C
YNL216W	YPL076W
YLR256W	YML126C
YNL167C	YKL035W
YHR084W	YMR199W
YPL049C	YMR306W
YDR043C	YBR158W
YPL049C	YAR015W
YDL056W	YMR199W
YLR223C	YHL033C
YHR206W	YPL041C
YLR403W	YCR057C
YLR403W	YPL079W
YLR182W	YOL114C
YHR084W	YLR353W
YLR403W	YMR309C
YNL167C	YOR348C
YOR344C	YBR135W
YGL013C	YNL134C
YKL112W	YLL034C
YHR206W	YLR295C
YBR049C	YER040W
YPL075W	YGL123W
YOL028C	YIR031C
YMR016C	YOR317W
YMR016C	YLR237W
YOR372C	YDR147W
YML007W	YKR076W
YHR206W	YGR014W
YLR403W	YBL027W
YDR451C	YPR019W
YEL009C	YHR020W
YER111C	YNL178W
YFL021W	YJR152W
YDR253C	YLR303W
YKL112W	YJL063C
YML007W	YMR172C-A
YHR206W	YDL182W
YLR403W	YNL096C
YGL071W	YEL065W
YBR049C	YPL078C
YLR182W	YDL101C
YDR207C	YCR010C
YLR176C	YLR176C
YEL009C	YBR035C
YGL162W	YGL163C
YMR037C	YKL150W
YDL056W	YLR385C
YKL112W	YCL011C
YDL106C	YDL226C
YEL009C	YOL140W
YKL062W	YPR103W
YJR060W	YER112W
YHR084W	YAL028W
YNL216W	YOL128C
YLR256W	YPR151C
YLR223C	YOR293W
YMR016C	YEL070W
YHR206W	YMR199W
YLR451W	YNL103W
YBR049C	YER068W
YDR207C	YGL250W
YPR065W	YOR032C
YPL049C	YHR084W
YPR104C	YOL128C
YMR043W	YDR191W
YHR084W	YIL014W
YPL248C	YNL073W
YNL216W	YOR316C
YDR216W	YOL155C
YNL216W	YDL082W
YNL216W	YJL177W
YER161C	YDR524C
YKL062W	YER067W
YPR104C	YOR182C
YDL056W	YNL289W
YHR206W	YBR077C
YLR182W	YJL187C
YHR206W	YGR209C
YOR162C	YLR346C
YBR049C	YPL206C
YHR084W	YGR037C
YLR256W	YPR065W
YNL068C	YGL116W
YGL073W	YBR052C
YFR034C	YAR071W
YML007W	YDR500C
YGL237C	YGR121C
YNL216W	YGR117C
YHR084W	YAL040C
YJR060W	YHR089C
YNL216W	YPL198W
YDR216W	YNR006W
YNL216W	YGR143W
YHR084W	YJR153W
YGL071W	YPL019C
YLR403W	YJR094W-A
YDR259C	YMR017W
YLR182W	YNL273W
YDR043C	YPR062W
YMR037C	YGR008C
YGL073W	YER150W
YIL131C	YBR078W
YBR049C	YDL188C
YBR083W	YBR083W
YHR084W	YKR091W
YHR084W	YER136W
YGL162W	YPL024W
YER111C	YMR307W
YBR049C	YKL145W
YMR037C	YBR168W
YBR049C	YIL148W
YHR206W	YIL114C
YBL021C	YDL170W
YHR084W	YOR247W
YNL167C	YKR039W
YBL005W	YBR008C
YBR049C	YNL244C
YOR113W	YDL037C
YKL062W	YDR001C
YNL216W	YJR147W
YKR034W	YEL063C
YLR131C	YDR156W
YHR206W	YCR073C
YHR206W	YGL056C
YPL202C	YBR077C
YDR463W	YDR047W
YOR372C	YCR065W
YOR028C	YNL178W
YLR403W	YNR054C
YIR018W	YEL075C
YOR028C	YLL052C
YPL089C	YJL159W
YPR104C	YHR021C
YNL103W	YGR055W
YKR034W	YOL042W
YHR206W	YNL015W
YKL043W	YBR162W-A
YMR037C	YCR005C
YJR060W	YJL186W
YKL112W	YPL111W
YLR182W	YOR372C
YML007W	YJR123W
YBR182C	YER011W
YNL314W	YDR042C
YFL021W	YLR142W
YNL103W	YLL004W
YDL106C	YPL240C
YLR403W	YGR159C
YNL216W	YMR016C
YEL009C	YJL089W
YGL013C	YDL223C
YML027W	YDR191W
YNL216W	YBL050W
YDR259C	YNL070W
YOL108C	YOR316C
YPR104C	YIL018W
YOR028C	YJR145C
YJR060W	YDR054C
YNL027W	YBR005W
YGR044C	YOR140W
YHR084W	YLR452C
YKR099W	YER061C
YNL068C	YNL058C
YMR037C	YAL005C
YLR256W	YER141W
YMR043W	YDL090C
YKL109W	YNL339C
YMR280C	YKL217W
YMR043W	YER112W
YEL009C	YLL005C
YNL216W	YDL130W
YEL009C	YOL117W
YNL068C	YML053C
YEL009C	YHR019C
YEL009C	YDL182W
YOR028C	YMR090W
YGL181W	YFR040W
YKL112W	YMR197C
YHR084W	YIL136W
YHR206W	YBR054W
YGL071W	YPL018W
YHR084W	YGR146C
YFL021W	YKR039W
YKL062W	YCL040W
YNL216W	YIL148W
